,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,AgeC,FamilySize,Alone,NameLength,FareC,NoCabin,Position,Pair
140,0,3,1,-0.1029258097080023,0,2,-0.3414522396297103,1,2,1.0,2,0,0.2193515858418592,2.0,True,0,2
141,1,3,1,-0.5594724990738589,0,0,-0.49237782784290063,0,1,1.0,0,1,-0.3196507941501335,0.0,True,0,2
142,1,3,1,-0.4133307931308831,1,0,-0.32928686163157667,0,2,1.0,1,0,2.6987625338050254,2.0,True,0,2
143,0,3,0,-0.7786850579883227,0,0,-0.5125125150294839,2,0,1.0,0,1,-0.8586531741421263,0.0,True,0,2
144,0,2,0,-0.8517559109598105,0,0,-0.41687275089321363,0,0,1.0,0,1,-0.10404984215333643,1.0,True,0,2
145,0,2,0,-0.7786850579883227,1,1,0.09152810056801232,0,0,1.0,2,0,0.11155110984346066,3.0,True,0,2
146,1,3,0,-0.1941182342164193,0,0,-0.49145565916975514,0,0,1.0,0,1,1.8363587258178373,0.0,True,0,2
147,0,3,1,-1.5093935877032019,2,2,0.0437082184998772,0,1,0.0,4,0,0.5427530138370548,3.0,True,0,2
148,0,2,0,0.500054869012716,0,2,-0.12491978668775715,0,0,2.0,2,0,1.4051568218242432,2.0,False,6,0
149,0,2,0,0.9019445603558995,0,0,-0.3866707201133388,0,4,2.0,0,1,0.6505534898354534,1.0,True,0,2
150,0,2,0,1.5595822370992907,0,0,-0.39623469652696586,0,4,2.0,0,1,-0.10404984215333643,1.0,True,0,2
151,1,1,1,-0.5594724990738589,1,0,0.6925485130875209,0,2,1.0,1,0,0.6505534898354534,3.0,False,3,0
152,0,3,0,1.8884010754709863,0,0,-0.4863374216869257,0,0,3.0,0,1,-1.1820546021373217,1.0,True,0,2
153,0,3,0,0.7923382808986676,0,2,-0.35646868933346404,0,0,2.0,2,0,0.4349525378386563,1.0,True,0,2
154,0,3,0,0.06545881977822089,0,0,-0.5011867534870308,0,0,1.0,0,1,-0.6430522221453292,0.0,True,0,2
155,0,1,0,1.5595822370992907,0,1,0.5874293382238074,1,0,2.0,1,0,0.0037506338450621194,3.0,True,0,2
156,1,3,1,-0.9978976169027864,0,0,-0.49271407711891657,2,1,1.0,0,1,0.5427530138370548,0.0,True,0,2
157,0,3,0,0.025094324698044453,0,0,-0.4863374216869257,0,0,1.0,0,1,-1.2898550781357203,1.0,True,0,2
158,0,3,0,-0.2785696336692469,0,0,-0.47400492578514347,0,0,1.0,0,1,-0.8586531741421263,1.0,True,0,2
159,0,3,0,-1.5730124706747697,8,2,0.7519458402879414,0,3,0.0,10,0,-0.10404984215333643,3.0,True,0,2
160,0,3,0,1.0480862662988752,0,1,-0.32425318983493084,0,0,2.0,1,0,-0.3196507941501335,2.0,True,0,2
161,1,2,1,0.7558028544129237,0,0,-0.331300330350235,0,2,2.0,0,1,2.483161581808228,2.0,True,0,2
162,0,3,0,-0.26718908718790724,0,0,-0.4918744606632361,0,0,1.0,0,1,-0.10404984215333643,0.0,True,0,2
163,0,3,0,-0.9248267639312985,0,0,-0.47400492578514347,0,0,1.0,0,1,-1.2898550781357203,1.0,True,0,2
164,0,3,0,-2.093960411475105,4,1,0.1506737441786005,0,3,0.0,5,0,0.11155110984346066,3.0,True,0,2
165,1,3,0,-1.5093935877032019,0,2,-0.2351571990343002,0,3,0.0,2,0,2.159760153813033,2.0,True,0,2
166,1,1,1,0.9105559603785892,0,1,0.4589861417231558,0,2,2.0,1,0,1.1895558698274462,3.0,False,5,1
167,0,3,1,1.121157119270363,1,4,-0.08666388103324908,0,2,2.0,5,0,2.159760153813033,2.0,True,0,2
168,0,1,0,0.8698457814894416,0,0,-0.12642988822675086,0,0,2.0,0,1,-0.8586531741421263,2.0,True,0,2
169,0,3,0,-0.12104738124493139,0,0,0.48910360681684706,0,0,1.0,0,1,-1.5054560301325173,3.0,True,0,2
170,0,1,0,2.29029076681417,0,0,0.0260903672116169,0,0,3.0,0,1,-0.21185031815173497,3.0,False,2,1
171,0,3,0,-1.8747478525606416,4,1,-0.061998889229684634,2,3,0.0,5,0,-0.7508526981437277,2.0,True,0,2
172,1,3,1,-2.093960411475105,1,1,-0.4242561406845337,0,1,0.0,2,0,0.11155110984346066,1.0,True,0,2
173,0,3,0,-0.6325433520453468,0,0,-0.4888542575852486,0,0,1.0,0,1,-0.21185031815173497,1.0,True,0,2
174,0,1,0,1.9249365019567304,0,0,-0.030371322596999758,1,0,3.0,0,1,-0.427451270148532,2.0,False,1,1
175,0,3,0,-0.8517559109598105,1,1,-0.4902797934380587,0,0,1.0,2,0,-0.5352517461469306,0.0,True,0,2
176,0,3,0,-1.7422405820554667,3,1,-0.13565761536436197,0,3,0.0,4,0,0.2193515858418592,2.0,True,0,2
177,0,1,1,1.4865113841278028,0,0,-0.07030444769415023,1,1,2.0,0,1,-0.10404984215333643,2.0,False,3,1
178,0,2,0,0.025094324698044453,0,0,-0.3866707201133388,0,0,1.0,0,1,-0.9664536501405248,1.0,True,0,2
179,0,3,0,0.46351944252697197,0,0,-0.6484216535389205,0,0,2.0,0,1,-0.8586531741421263,0.0,True,0,2
180,0,3,1,-1.0217556273507902,8,2,0.7519458402879414,0,1,1.0,10,0,0.11155110984346066,3.0,True,0,2
181,0,2,0,-0.002876749138765249,0,0,-0.34539461138084326,1,0,1.0,0,1,-1.1820546021373217,2.0,True,0,2
182,0,3,0,-1.5093935877032019,4,2,-0.01644415947004014,0,3,0.0,6,0,1.0817553938290476,3.0,True,0,2
183,1,2,0,-2.093960411475105,2,1,0.13683114673782454,0,3,0.0,3,0,-0.21185031815173497,3.0,False,6,0
184,1,3,1,-1.8747478525606416,0,2,-0.20495516825442542,0,1,0.0,2,0,0.8661544418322504,2.0,True,0,2
185,0,1,0,2.139604053816368,0,0,0.3583127057902398,0,0,3.0,0,1,-0.6430522221453292,3.0,False,1,0
186,1,3,1,0.07770533883751567,1,0,-0.3363340021468808,2,2,1.0,1,0,2.159760153813033,2.0,True,0,2
187,1,1,0,1.121157119270363,0,0,-0.11384570873513637,0,0,2.0,0,1,1.944159201816236,2.0,True,0,2
188,0,3,0,0.7558028544129237,1,1,-0.3363340021468808,2,0,2.0,2,0,-1.1820546021373217,2.0,True,0,2
189,0,3,0,0.46351944252697197,0,0,-0.4894421904510968,0,0,2.0,0,1,-0.8586531741421263,0.0,True,0,2
190,1,2,1,0.1712360306410203,0,0,-0.3866707201133388,0,2,1.0,0,1,-0.8586531741421263,1.0,True,0,2
191,0,2,0,-0.7786850579883227,0,0,-0.3866707201133388,0,0,1.0,0,1,-0.6430522221453292,1.0,True,0,2
192,1,3,1,-0.7786850579883227,1,0,-0.4902797934380587,0,1,1.0,1,0,2.159760153813033,0.0,True,0,2
193,1,2,0,-1.9478187055321294,1,1,-0.12491978668775715,0,3,0.0,2,0,-0.10404984215333643,2.0,False,6,0
194,1,1,1,1.0480862662988752,0,0,-0.09027201697708476,1,2,2.0,0,1,1.5129572978226418,2.0,False,2,0
195,1,1,1,2.0710782078997063,0,0,2.301728820789,1,1,3.0,0,1,-0.7508526981437277,3.0,False,2,0
196,0,3,0,0.9211687442324055,0,0,-0.49237782784290063,2,0,2.0,0,1,-0.8586531741421263,0.0,True,0,2
197,0,3,0,0.9019445603558995,0,1,-0.47920571548543794,0,0,2.0,1,0,0.5427530138370548,1.0,True,0,2
198,1,3,1,-0.2550892970945485,0,0,-0.49237782784290063,2,1,1.0,0,1,0.5427530138370548,0.0,True,0,2
199,0,2,1,-0.4133307931308831,0,0,-0.3866707201133388,0,1,1.0,0,1,1.1895558698274462,1.0,True,0,2
200,0,3,0,-0.12104738124493139,0,0,-0.45714212526638004,0,0,1.0,0,1,0.32715206184025775,1.0,True,0,2
201,0,3,0,-1.0145261073439982,8,2,0.7519458402879414,0,0,1.0,10,0,-0.8586531741421263,3.0,True,0,2
202,0,3,0,0.3173777365839961,0,0,-0.5176307525123133,0,0,1.0,0,1,-0.10404984215333643,0.0,True,0,2
203,0,3,0,1.1576925457561071,0,0,-0.5029485386158568,1,0,2.0,0,1,-0.7508526981437277,0.0,True,0,2
204,1,3,0,-0.8517559109598105,0,0,-0.4863374216869257,0,0,1.0,0,1,-0.3196507941501335,1.0,True,0,2
205,0,3,1,-2.020889558503617,0,1,-0.43776248884929375,0,1,0.0,1,0,-0.10404984215333643,1.0,False,7,0
206,0,3,0,0.1712360306410203,1,0,-0.32928686163157667,0,0,1.0,1,0,-0.10404984215333643,2.0,True,0,2
207,1,3,0,-0.26718908718790724,0,0,-0.2701412180209885,1,0,1.0,0,1,0.0037506338450621194,2.0,True,0,2
208,1,3,1,-0.9978976169027864,0,0,-0.49237782784290063,2,1,1.0,0,1,-0.21185031815173497,0.0,True,0,2
209,1,1,0,0.7558028544129237,0,0,-0.024246350754841117,1,0,2.0,0,1,-1.1820546021373217,2.0,False,1,1
210,0,3,0,-0.4133307931308831,0,0,-0.5064721088735089,0,0,1.0,0,1,-1.397655554134119,0.0,True,0,2
211,1,2,1,0.39044858955548406,0,0,-0.22559322262067316,0,1,2.0,0,1,-0.10404984215333643,2.0,True,0,2
212,0,3,0,-0.5594724990738589,0,0,-0.5024451714361923,0,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
213,0,2,0,0.025094324698044453,0,0,-0.3866707201133388,0,0,1.0,0,1,0.0037506338450621194,1.0,True,0,2
214,0,3,0,0.31911618310117584,1,0,-0.49237782784290063,2,0,2.0,1,0,-0.8586531741421263,0.0,True,0,2
215,1,1,1,0.09816517766953237,1,0,1.6323350375212924,1,1,1.0,1,0,-0.427451270148532,3.0,False,4,0
216,1,3,1,-0.1941182342164193,0,0,-0.4888542575852486,0,1,1.0,0,1,-0.5352517461469306,1.0,True,0,2
217,0,2,0,0.9019445603558995,1,0,-0.10478509950117394,0,0,2.0,1,0,0.11155110984346066,2.0,True,0,2
218,1,1,1,0.1712360306410203,0,0,0.8876878608937296,1,1,1.0,0,1,-0.6430522221453292,3.0,False,4,1
219,0,2,0,0.025094324698044453,0,0,-0.43700743807979686,0,0,1.0,0,1,-0.9664536501405248,1.0,True,0,2
